TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
Classe;07.742.454/0001-87;GP - FIDC FCVS 2;2025-06-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;GP FIDC FCVS 2;7742454000187;FECHADO;N;N;;;;;79958248.94;4889.84;79943170.39;72234515.12;96828313.24;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;24593798.12;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;7708655.27;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10188.71;0.00;10188.71
Classe;08.093.745/0001-54;V1 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - MULTICARTEIRA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;V1 FIDC NP MULTICARTEIRA OUTROS;08093745000154;FECHADO;N;N;;;;;2805451.64;347.96;2802311.59;2802311.59;2802311.59;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2792.09;2792.09;0.00
Classe;08.270.249/0001-29;MACCRED FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;MACCRED FIDC;08270249000129;FECHADO;N;S;;;;;54609944.66;589755.08;53161009.33;2472055.62;2472055.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;50427066.30;44480281.31;12712531.25;3166589.48;3685628.41;0.00;466635.30;0.00;0.00;0.00;0.00;;10451374.67;82636986000155;17.65;;;;;;;;;;;;;;;;;727.86;0.00;0.00;0.00;0.00;;727.86;0.00;261159.55;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;859180.25;859180.25;0.00
Classe;08.315.045/0001-67;HOPE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;08315045000167;FECHADO;N;N;;;;;237695955.71;849360.09;226337168.28;65009817.25;63261647.46;0.00;0.00;1954930.36;0.00;0.00;0.00;0.00;0.00;0.00;;206760.57;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;153087833.97;145142256.81;0.00;0.00;23780675.77;0.00;0.00;0.00;0.00;0.00;0.00;;15835098.61;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;5772162.76;0.00;0.00;0.00;0.00;;0.00;5772162.76;2467354.30;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10509427.34;10509427.34;0.00
Classe;08.417.544/0001-65;PRAVALER CRÉDITO UNIVERSITÁRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESP LIMITADA;2025-06-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;CREDITO UNIVERSITARIO FIDC RL;8417544000165;FECHADO;N;N;;;;;1109371045.36;20264.00;1084078628.88;962054178.62;998249815.42;0.00;0.00;16173965.14;0.00;0.00;0.00;0.00;0.00;0.00;;52369601.94;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;105244084.09;15761255.65;1019110.52;0.00;0.00;;0.00;0.00;0.00;0.00;21417865.33;0.00;0.00;0.00;21417865.33;0.00;0.00;3854287.15;0.00;3854287.15
Classe;08.611.414/0001-69;V3 FIDC MULTICARTEIRA - NP;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;V3 FIDC MULTICARTEIRA;08611414000169;FECHADO;N;N;;;;;992331724.26;314.58;992287717.75;991637556.68;991637556.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;650161.07;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43691.93;43691.93;0.00
Classe;08.632.394/0001-02;RED - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL LP - RESPONSABILIDADE  LIMITADA;2025-06-30;S;39.669.186/0001-01;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;08632394000102;FECHADO;N;N;;;;;1364899527.19;8786841.85;1338750236.35;719433024.23;711945721.28;0.00;0.00;15270300.45;0.00;0.00;0.00;0.00;0.00;0.00;;7782997.50;34337707000100;20.06;;;;;;;;;;;;;;;;;488741696.38;476506752.75;0.00;0.00;19517748.50;0.00;0.00;21747.61;0.00;0.00;0.00;;7282804.87;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;7008360.66;123567155.08;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;17362448.99;16869080.99;493368.00
Classe;08.654.210/0001-05;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC MULTISSETORIAL ONE7 LP;08654210000105;FECHADO;N;S;;;;;293685111.47;3332635.26;280624540.05;8715385.30;7703271.71;1242792.58;291778.09;2321644.96;0.00;18300.73;0.00;0.00;0.00;0.00;;2552323.95;99999999999999;0.00;;;;;;;;;;;;;;;;;253366088.79;201031400.08;41622873.25;15950330.29;24683948.11;0.00;1143710.74;0.00;0.00;0.00;0.00;;13972132.65;99999999999999;0.00;;;;;;;;;;;;;;;;;15996955.04;0.00;0.00;0.00;0.00;;15996955.04;0.00;471915.60;0.00;2074195.32;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9727936.16;9727936.16;0.00
Classe;08.661.352/0001-08;VVMB FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2025-06-30;S;34.829.992/0001-86;CBSF DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;08661352000108;FECHADO;S;N;;;;;454277142.57;181.82;454276300.16;454274736.67;454274736.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;1563.49;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;660.59;660.59;0.00
Classe;08.678.936/0001-88;SIFRA PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSEGMENTOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;SIFRA PLUS FIDC MULTISSEGMENTOS;08678936000188;ABERTO;N;N;0;DIAS ÚTEIS;1;DIAS ÚTEIS;1050504716.85;14629253.92;994718072.75;355031818.95;273867931.31;75367038.77;14988109.55;15515790.56;0.00;4126467.42;0.00;0.00;0.00;0.00;;9718941.69;99999999999999;0.00;;;;;;;;;;;;;;;;;518600124.73;431053712.06;75535466.75;17084979.46;19534506.90;0.00;11709099.06;0.00;0.00;0.00;0.00;;7523560.98;99999999999999;0.00;;;;;;;;;;;;;;;;;107937604.54;0.00;0.00;0.00;0.00;;107937604.54;0.00;2943293.49;0.00;10205231.04;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;41157390.18;41157390.17;0.01
Classe;08.692.888/0001-82;CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;CARTAO DE COMPRA SUPPLIER FIDC RL;8692888000182;ABERTO;N;N;;;;;842425177.14;102763.09;830384400.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;796383231.34;713034099.69;0.00;0.00;252767627.64;0.00;0.00;0.00;0.00;0.00;0.00;;169418495.99;;;;;;;;;;;;;;;;;;;17189403.66;0.00;0.00;0.00;0.00;;17189403.66;0.00;16811765.01;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11938014.04;0.00;11938014.04
Classe;08.756.222/0001-40;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL TRADEMAX RESPONSABILIDADE LIMITADA;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC MULTISSETORIAL TRADEMAX;08756222000140;FECHADO;N;N;;;;;261841590.05;5298.66;257787727.01;94420072.62;60067851.24;37739182.24;4424591.47;2794779.56;0.00;336.49;0.00;0.00;0.00;0.00;;6181740.42;39676772000183;35.84;;;;;;;;;;;;;;;;;141973769.51;90401193.80;49564733.52;10811238.19;4462357.25;0.00;1539351.50;0.00;0.00;0.00;0.00;;2454515.06;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;175466.57;0.00;16489200.52;0.00;4729217.79;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4048564.38;4048563.89;0.49
Classe;08.927.488/0001-09;FIDC TRENDBANK BANCO DE FOMENTO - MULTISETORIAL;2025-06-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;08927488000109;FECHADO;N;N;;;;;136954.05;0.51;136953.54;0.00;0.00;6618574.25;6618574.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;6618574.25;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;136953.54;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Classe;08.930.397/0001-22;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISETORIAL PROSPECTA LP;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC MULTISETORIAL PROSPECTA LP;08930397000122;ABERTO;N;N;0;DIAS ÚTEIS;0;DIAS ÚTEIS;51494849.26;3198020.96;47985694.02;10900864.51;4480125.36;146169.11;24704.76;6420739.15;0.00;0.00;0.00;0.00;0.00;0.00;;146169.11;41575962000156;13.37;;;;;;;;;;;;;;;;;33240836.25;19973282.19;12410373.80;2350357.53;904658.27;0.00;1218063.45;0.00;0.00;0.00;0.00;;47478.01;82381815000122;54.86;;;;;;;;;;;;;;;;;3724357.50;0.00;0.00;0.00;0.00;;3724357.50;0.00;119635.76;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;311134.28;311134.28;0.00
Classe;08.987.105/0001-98;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - FORNECEDORES I DE RESPONSABILIDADE LIMITADA;2025-06-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;08987105000198;ABERTO;N;N;1;DIAS ÚTEIS;1;DIAS ÚTEIS;40476211.84;40.86;40468474.63;38403298.68;38398328.00;0.00;0.00;4970.68;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;13543822000160;47.06;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;2065175.95;0.00;0.00;0.00;0.00;;2065175.95;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7696.35;7696.35;0.00
Classe;09.009.924/0001-23;ECO MULTI COMMODITIES FIDC AGROPECUARIOS;2025-06-30;S;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;;09009924000123;FECHADO;N;N;;;;;2743164.03;500.00;245423.63;0.00;0.00;0.00;0.00;47605063.36;0.00;0.00;0.00;0.00;0.00;0.00;;47605063.36;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;245423.63;0.00;0.00;0.00;0.00;;245423.63;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2497240.40;2497240.40;0.00
Classe;09.057.948/0001-58;FIDC MULTISETORIAL EXICON I;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;FIDC MULTISETORIAL EXICON I;09057948000158;FECHADO;N;S;;;;;99332815.92;1787749.93;96801099.77;13988514.96;8041444.07;6119919.66;1258643.67;11664.60;0.00;26565.35;0.00;0.00;0.00;0.00;;184513.37;99999999999999;0.00;;;;;;;;;;;;;;;;;73926564.52;61077588.87;27871203.13;3658940.59;3379937.87;0.00;574378.82;0.00;0.00;0.00;0.00;;18402165.35;11581339000145;17.16;07312248000137;15.38;93101632000122;13.85;;;;;;;;;;;;;8784493.25;0.00;0.00;0.00;0.00;;8784493.25;0.00;40649.19;0.00;60877.85;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;743966.22;743965.92;0.30
Classe;09.072.384/0001-22;CREDITMIX FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2025-06-30;S;36.864.992/0001-42;MAF DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;09072384000122;FECHADO;N;S;;;;;45230478.67;5384.25;44851255.85;43157777.22;43157777.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1659946.75;0.00;0.00;0.00;0.00;;1659946.75;0.00;33531.88;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;373838.57;373838.57;0.00
Classe;09.104.359/0001-83;DETOMASO FIDC-NP MULTISSETORIAL;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;DETOMASO FIDC NP MULTISSETORIAL;09104359000183;FECHADO;N;S;;;;;157842509.51;4457.86;156934411.53;30948301.37;21989866.36;9031644.49;1432693.29;7516231.24;0.00;1725.00;0.00;0.00;0.00;0.00;;7589440.72;99999999999999;0.00;;;;;;;;;;;;;;;;;82684025.61;82662589.44;2863334.10;614948.17;259751.34;0.00;143615.50;0.00;0.00;0.00;0.00;;3101649.27;84529874000120;22.66;82956889000140;16.73;;;;;;;;;;;;;;;25839790.74;25838159.73;0.00;0.00;0.00;;1631.01;0.00;939745.55;0.00;4048377.03;0.00;12474171.23;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;903640.12;903639.97;0.15
Classe;09.115.244/0001-94;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS TRATEX PRECATÓRIO II - RESPONSABILIDADE LIMITADA;2025-06-30;S;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;;09115244000194;FECHADO;S;S;;;;;568764099.68;1.00;568714624.07;518853355.85;518853355.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;8765374000100;91.28;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;49861268.22;0.00;0.00;0.00;0.00;;49861268.22;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;49474.61;49474.61;0.00
Classe;09.137.729/0001-89;MULTI RECEBÍVEIS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;S;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;09137729000189;FECHADO;N;N;;;;;114833591.10;125258.28;112378147.09;36097141.62;26770581.89;0.00;0.00;16645046.75;0.00;0.00;0.00;0.00;0.00;0.00;;7318487.02;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;59401934.01;49451257.77;0.00;0.00;18330948.33;0.00;0.00;0.00;0.00;0.00;0.00;;8380272.09;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;00000000000000;0.00;16398876.64;0.00;0.00;0.00;0.00;;0.00;16398876.64;480194.82;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2330185.73;2330185.73;0.00
Classe;09.163.026/0001-25;MERIDIANO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISEGMENTOS;2025-06-30;S;62.285.390/0001-40;QI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;MERIDIANO FIDC MULTISEGMENTOS;09163026000125;FECHADO;N;N;;;;;75608182.67;13011.93;75412770.83;67135018.26;67135015.40;3.00;2.00;81249903.44;0.00;0.00;0.00;1123274.29;0.00;0.00;;81249903.58;14007592000188;74.75;09163026000125;26.82;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1123274.29;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;3254212.75;2722104.40;0.00;0.00;0.00;;532108.35;0.00;0.00;0.00;0.00;0.00;5023539.82;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;182399.91;182399.89;0.02
Classe;09.172.117/0001-27;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISETORIAL ÁSIA LP;2025-06-30;S;39.669.186/0001-01;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;09172117000127;FECHADO;N;N;;;;;428967793.65;8099449.36;415479206.90;10021550.23;10517010.61;0.00;0.00;16421694.40;0.00;0.00;1521925.45;0.00;0.00;0.00;;16917154.78;;;;;;;;;;;;;;;;;;;405397762.05;390738631.65;0.00;0.00;41302249.26;0.00;0.00;7460885.56;0.00;0.00;0.00;;26643118.86;;;;;;;;;;;;;;;;;;;59894.62;0.00;0.00;0.00;0.00;;59894.62;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5389137.39;5389137.39;0.00
Classe;09.195.235/0001-50;FIDC DO SISTEMA PETROBRAS;2025-06-30;S;30.822.936/0001-69;BB GESTAO DE RECURSOS DTVM S.A;;09195235000150;ABERTO;S;N;0;DIAS CORRIDOS;0;DIAS CORRIDOS;78034261011.40;100443.42;78034066292.46;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;67255220216.81;67255220216.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;33000167000101;86.19;;;;;;;;;;;;;;;;;10778846075.65;0.00;0.00;0.00;0.00;;10778846075.65;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;94275.52;94275.52;0.00
Classe;09.217.017/0001-70;ACCESS 1 FUNDO DE INVESTIMENTO EM COTAS DE FIDC - RESPONSABILIDADE LIMITADA;2025-06-30;S;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;;09217017000170;FECHADO;S;S;;;;;66429899.53;101145.18;66328754.35;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;15270256.77;0.00;0.00;0.00;51058497.58;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
